3.333425894379615784e-02,3.334026783704757690e-02,3.333635255694389343e-02,3.666667044162750244e-01,3.666348755359649658e-01,3.333906456828117371e-02,3.333643823862075806e-02,3.334295377135276794e-02,3.333405777812004089e-02,3.333501890301704407e-02
5.000000447034835815e-02,5.000119656324386597e-02,5.000000447034835815e-02,5.499988198280334473e-01,5.000000447034835815e-02,5.000000447034835815e-02,5.000000447034835815e-02,5.000000447034835815e-02,5.000000447034835815e-02,5.000000447034835815e-02
3.333333507180213928e-02,3.334378823637962341e-02,3.333457186818122864e-02,3.333333507180213928e-02,3.334148600697517395e-02,3.333333507180213928e-02,3.333333507180213928e-02,3.666574656963348389e-01,3.333333507180213928e-02,3.666560351848602295e-01
0.000000000000000000e+00,1.704504787921905518e-01,7.575761675834655762e-01,0.000000000000000000e+00,6.490100175142288208e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.661888599395751953e-01,0.000000000000000000e+00,4.374203383922576904e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.897227406501770020e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.899976253509521484e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.437545061111450195e-01,1.384081691503524780e-01,0.000000000000000000e+00,9.639850258827209473e-02,0.000000000000000000e+00,2.183045148849487305e-01,2.875066697597503662e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.356966614723205566e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.199833035469055176e-01,2.000044472515583038e-02,2.000104263424873352e-02,1.999999769032001495e-02,2.000085450708866119e-02,2.000144496560096741e-02,2.000286616384983063e-02,1.999999769032001495e-02,2.000012621283531189e-02,2.000988461077213287e-02
9.357054829597473145e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.749876976013183594e-01,2.500111423432826996e-02,2.500016242265701294e-02,2.500000037252902985e-02,2.500152215361595154e-02,2.500249631702899933e-02,2.500541694462299347e-02,2.500000037252902985e-02,2.500003576278686523e-02,2.500155568122863770e-02
2.435841560363769531e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.996221423149108887e-02,0.000000000000000000e+00,5.355874896049499512e-01,0.000000000000000000e+00,8.471028506755828857e-02,0.000000000000000000e+00
3.075282871723175049e-01,0.000000000000000000e+00,6.682265996932983398e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.428633276373147964e-02,1.428652834147214890e-02,8.714186549186706543e-01,1.428605336695909500e-02,1.428740937262773514e-02,1.428632158786058426e-02,1.428763102740049362e-02,1.428619865328073502e-02,1.428763475269079208e-02,1.428723987191915512e-02
8.414725065231323242e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.469312608242034912e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.412734538316726685e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.337215185165405273e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.911237478256225586e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.688650846481323242e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500862628221511841e-02,2.500113099813461304e-02,2.500026859343051910e-02,2.500000223517417908e-02,2.500216476619243622e-02,2.500372938811779022e-02,7.749840021133422852e-01,2.500000223517417908e-02,2.500005997717380524e-02,2.500000409781932831e-02
5.249601006507873535e-01,2.500016614794731140e-02,2.500026300549507141e-02,2.500000037252902985e-02,2.500237897038459778e-02,2.500402368605136871e-02,2.500637061893939972e-02,2.500000037252902985e-02,2.500656060874462128e-02,2.750201523303985596e-01
6.314460635185241699e-01,1.666978374123573303e-02,1.666969247162342072e-02,1.666666753590106964e-02,1.666812226176261902e-02,1.666855998337268829e-02,1.666946895420551300e-02,1.666677370667457581e-02,1.666765287518501282e-02,2.352072596549987793e-01
7.749846577644348145e-01,2.500055544078350067e-02,2.500016428530216217e-02,2.500302344560623169e-02,2.500471100211143494e-02,2.500249817967414856e-02,2.500419504940509796e-02,2.500019408762454987e-02,2.500003762543201447e-02,2.500000223517417908e-02
7.749821543693542480e-01,2.500055730342864990e-02,2.500016614794731140e-02,2.500302903354167938e-02,2.500638738274574280e-02,2.500250376760959625e-02,2.500498294830322266e-02,2.500019408762454987e-02,2.500003762543201447e-02,2.500000223517417908e-02
4.792369902133941650e-01,0.000000000000000000e+00,1.404654830694198608e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.240162342786788940e-01,1.412793695926666260e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.250038016587495804e-02,1.250858232378959656e-02,1.250260043889284134e-02,1.250136923044919968e-02,1.250136923044919968e-02,1.250111032277345657e-02,1.250267401337623596e-02,1.250275224447250366e-02,1.250137295573949814e-02,8.874777555465698242e-01
1.691011935472488403e-01,2.173190265893936157e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.889468312263488770e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.106777727603912354e-01
1.000364776700735092e-02,1.000048592686653137e-02,1.000060606747865677e-02,0.000000000000000000e+00,1.000234205275774002e-02,1.000129152089357376e-02,9.099899530410766602e-01,1.000020001083612442e-02,1.000109687447547913e-02,1.000036764889955521e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.823737382888793945e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.842851221561431885e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250286400318145752e-02,1.250260975211858749e-02,1.250200066715478897e-02,1.250085700303316116e-02,1.250000111758708954e-02,1.250000111758708954e-02,1.250188238918781281e-02,2.926339805126190186e-01,6.073539257049560547e-01,1.250193826854228973e-02
6.244642734527587891e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.493378430604934692e-02,0.000000000000000000e+00,2.772608697414398193e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.522242665290832520e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.862229406833648682e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.910888135433197021e-01,5.473650693893432617e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.499574065208435059e-01,1.666797138750553131e-02,1.667134091258049011e-02,1.666666753590106964e-02,1.666754297912120819e-02,1.667831279337406158e-02,1.667398400604724884e-02,1.666697487235069275e-02,1.666673459112644196e-02,1.668305881321430206e-02
3.759468495845794678e-01,1.428685989230871201e-02,1.428679935634136200e-02,1.428571436554193497e-02,1.428634207695722580e-02,5.097553133964538574e-01,1.428973954170942307e-02,1.428676210343837738e-02,1.428593788295984268e-02,1.428962312638759613e-02
1.155136302113533020e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.993141651153564453e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.121413052082061768e-01,0.000000000000000000e+00,2.637985646724700928e-01
4.956655502319335938e-01,1.250404305756092072e-02,1.250563282519578934e-02,1.250031497329473495e-02,1.250325236469507217e-02,1.250093895941972733e-02,1.250291150063276291e-02,4.043091535568237305e-01,1.250171102583408356e-02,1.250649895519018173e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.895422935485839844e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.904539108276367188e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.804392814636230469e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.955420970916748047e-02
6.946205496788024902e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.133460626006126404e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.640272587537765503e-01
8.499909043312072754e-01,1.666681282222270966e-02,1.666836068034172058e-02,1.666666753590106964e-02,1.666754297912120819e-02,1.666761003434658051e-02,1.666971482336521149e-02,1.666697487235069275e-02,1.666673459112644196e-02,1.666865125298500061e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.307603240013122559e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.199790120124816895e-01,2.000068873167037964e-02,2.000251412391662598e-02,2.000094577670097351e-02,2.000085636973381042e-02,2.000637724995613098e-02,2.000464312732219696e-02,2.000081725418567657e-02,2.000072784721851349e-02,2.000345662236213684e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.455096006393432617e-01,0.000000000000000000e+00,3.044851720333099365e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.654025852680206299e-01,3.987012505531311035e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.921431064605712891e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.199907541275024414e-01,2.000057511031627655e-02,2.000040374696254730e-02,1.999999955296516418e-02,2.000080421566963196e-02,2.000202797353267670e-02,2.000333182513713837e-02,2.000047266483306885e-02,2.000074088573455811e-02,2.000087872147560120e-02
2.001178264617919922e-02,2.000309526920318604e-02,2.000313997268676758e-02,1.999999955296516418e-02,4.250741600990295410e-01,2.000505849719047546e-02,2.001200243830680847e-02,4.148857593536376953e-01,2.000282146036624908e-02,2.000216580927371979e-02
0.000000000000000000e+00,0.000000000000000000e+00,2.955791354179382324e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.965766549110412598e-01,0.000000000000000000e+00,0.000000000000000000e+00
